A�o Emisi�n	Cod Distrito Veh�culo	Distrito Veh�culo	Cod Barrio Veh�culo	Barrio Veh�culo	Numero veh�culos Vivienda	N�mero Viviendas
2020	11	CARABANCHEL	6	BUENAVISTA	17	1
2020	11	CARABANCHEL	6	BUENAVISTA	18	2
2020	11	CARABANCHEL	6	BUENAVISTA	19	1
2020	11	CARABANCHEL	6	BUENAVISTA	21	2
2020	11	CARABANCHEL	6	BUENAVISTA	22	3
2020	11	CARABANCHEL	6	BUENAVISTA	23	1
2020	11	CARABANCHEL	6	BUENAVISTA	24	2
2020	11	CARABANCHEL	6	BUENAVISTA	25	2
2020	11	CARABANCHEL	6	BUENAVISTA	26	2
2020	11	CARABANCHEL	6	BUENAVISTA	28	1
2020	11	CARABANCHEL	6	BUENAVISTA	32	1
2020	11	CARABANCHEL	6	BUENAVISTA	33	2
2020	11	CARABANCHEL	6	BUENAVISTA	35	1
2020	11	CARABANCHEL	6	BUENAVISTA	38	1
2020	11	CARABANCHEL	6	BUENAVISTA	40	1
2020	11	CARABANCHEL	6	BUENAVISTA	42	1
2020	11	CARABANCHEL	6	BUENAVISTA	45	1
2020	11	CARABANCHEL	6	BUENAVISTA	51	1
2020	11	CARABANCHEL	6	BUENAVISTA	58	1
2020	11	CARABANCHEL	6	BUENAVISTA	65	1
2020	11	CARABANCHEL	6	BUENAVISTA	77	1
2020	11	CARABANCHEL	6	BUENAVISTA	88	1
2020	11	CARABANCHEL	7	ABRANTES	1	6235
2020	11	CARABANCHEL	7	ABRANTES	2	1663
2020	11	CARABANCHEL	7	ABRANTES	3	468
2020	11	CARABANCHEL	7	ABRANTES	4	144
2020	11	CARABANCHEL	7	ABRANTES	5	69
2020	11	CARABANCHEL	7	ABRANTES	6	45
2020	11	CARABANCHEL	7	ABRANTES	7	24
2020	11	CARABANCHEL	7	ABRANTES	8	16
2020	11	CARABANCHEL	7	ABRANTES	9	11
2020	11	CARABANCHEL	7	ABRANTES	10	6
2020	11	CARABANCHEL	7	ABRANTES	11	4
2020	11	CARABANCHEL	7	ABRANTES	12	3
2020	11	CARABANCHEL	7	ABRANTES	13	5
2020	11	CARABANCHEL	7	ABRANTES	14	2
2020	11	CARABANCHEL	7	ABRANTES	16	2
2020	11	CARABANCHEL	7	ABRANTES	17	2
2020	11	CARABANCHEL	7	ABRANTES	18	2
2020	11	CARABANCHEL	7	ABRANTES	22	1
2020	11	CARABANCHEL	7	ABRANTES	30	1
2020	11	CARABANCHEL	7	ABRANTES	32	1
2020	11	CARABANCHEL	7	ABRANTES	55	1
2020	11	CARABANCHEL	7	ABRANTES	57	1
2020	11	CARABANCHEL	7	ABRANTES	96	1
2020	12	USERA	0		1	48
2020	12	USERA	0		2	14
2020	12	USERA	0		3	3
2020	12	USERA	0		10	1
2020	12	USERA	1	ORCASITAS	1	4410
2020	12	USERA	1	ORCASITAS	2	1390
2020	12	USERA	1	ORCASITAS	3	386
2020	12	USERA	1	ORCASITAS	4	150
2020	12	USERA	1	ORCASITAS	5	63
2020	12	USERA	1	ORCASITAS	6	38
2020	12	USERA	1	ORCASITAS	7	25
2020	12	USERA	1	ORCASITAS	8	18
2020	12	USERA	1	ORCASITAS	9	18
2020	12	USERA	1	ORCASITAS	10	16
2020	12	USERA	1	ORCASITAS	11	8
2020	12	USERA	1	ORCASITAS	12	11
2020	12	USERA	1	ORCASITAS	13	7
2020	12	USERA	1	ORCASITAS	14	5
2020	12	USERA	1	ORCASITAS	15	3
2020	12	USERA	1	ORCASITAS	16	1
2020	12	USERA	1	ORCASITAS	17	3
2020	12	USERA	1	ORCASITAS	18	1
2020	12	USERA	1	ORCASITAS	20	1
2020	12	USERA	1	ORCASITAS	22	2
2020	12	USERA	1	ORCASITAS	24	1
2020	12	USERA	1	ORCASITAS	31	1
2020	12	USERA	1	ORCASITAS	39	1
2020	12	USERA	1	ORCASITAS	40	1
2020	12	USERA	1	ORCASITAS	48	1
2020	12	USERA	1	ORCASITAS	53	1
2020	12	USERA	2	ORCASUR	1	2860
2020	12	USERA	2	ORCASUR	2	827
2020	12	USERA	2	ORCASUR	3	229
2020	12	USERA	2	ORCASUR	4	87
2020	12	USERA	2	ORCASUR	5	42
2020	12	USERA	2	ORCASUR	6	15
2020	12	USERA	2	ORCASUR	7	10
2020	12	USERA	2	ORCASUR	8	7
2020	12	USERA	2	ORCASUR	9	3
2020	12	USERA	2	ORCASUR	10	4
2020	12	USERA	2	ORCASUR	11	3
2020	12	USERA	2	ORCASUR	12	1
2020	12	USERA	2	ORCASUR	13	1
2020	12	USERA	2	ORCASUR	15	3
2020	12	USERA	2	ORCASUR	16	1
2020	12	USERA	2	ORCASUR	29	1
2020	12	USERA	2	ORCASUR	36	1
2020	12	USERA	3	SAN FERMIN	1	4719
2020	12	USERA	3	SAN FERMIN	2	1440
2020	12	USERA	3	SAN FERMIN	3	364
2020	12	USERA	3	SAN FERMIN	4	132
2020	12	USERA	3	SAN FERMIN	5	71
2020	12	USERA	3	SAN FERMIN	6	24
2020	12	USERA	3	SAN FERMIN	7	18
2020	12	USERA	3	SAN FERMIN	8	11
2020	12	USERA	3	SAN FERMIN	9	8
2020	12	USERA	3	SAN FERMIN	10	5
2020	12	USERA	3	SAN FERMIN	11	5
2020	12	USERA	3	SAN FERMIN	12	2
2020	12	USERA	3	SAN FERMIN	13	4
2020	12	USERA	3	SAN FERMIN	14	1
2020	12	USERA	3	SAN FERMIN	15	2
2020	12	USERA	3	SAN FERMIN	16	1
2020	12	USERA	3	SAN FERMIN	19	1
2020	12	USERA	3	SAN FERMIN	21	1
2020	12	USERA	3	SAN FERMIN	23	1
2020	12	USERA	3	SAN FERMIN	25	1
2020	12	USERA	3	SAN FERMIN	28	1
2020	12	USERA	3	SAN FERMIN	45	1
2020	12	USERA	4	ALMENDRALES	1	3928
2020	12	USERA	4	ALMENDRALES	2	883
2020	12	USERA	4	ALMENDRALES	3	236
2020	12	USERA	4	ALMENDRALES	4	75
2020	12	USERA	4	ALMENDRALES	5	33
2020	12	USERA	4	ALMENDRALES	6	23
2020	12	USERA	4	ALMENDRALES	7	14
2020	12	USERA	4	ALMENDRALES	8	4
2020	12	USERA	4	ALMENDRALES	9	7
2020	12	USERA	4	ALMENDRALES	10	4
2020	12	USERA	4	ALMENDRALES	11	2
2020	12	USERA	4	ALMENDRALES	12	1
2020	12	USERA	4	ALMENDRALES	13	1
2020	12	USERA	4	ALMENDRALES	14	3
2020	12	USERA	4	ALMENDRALES	16	2
2020	12	USERA	4	ALMENDRALES	17	1
2020	12	USERA	4	ALMENDRALES	18	1
2020	12	USERA	4	ALMENDRALES	19	1
2020	12	USERA	4	ALMENDRALES	22	1
2020	12	USERA	4	ALMENDRALES	23	1
2020	12	USERA	4	ALMENDRALES	55	1
2020	12	USERA	5	MOSCARDO	1	5273
2020	12	USERA	5	MOSCARDO	2	1186
2020	12	USERA	5	MOSCARDO	3	329
2020	12	USERA	5	MOSCARDO	4	101
2020	12	USERA	5	MOSCARDO	5	55
2020	12	USERA	5	MOSCARDO	6	18
2020	12	USERA	5	MOSCARDO	7	19
2020	12	USERA	5	MOSCARDO	8	6
2020	12	USERA	5	MOSCARDO	9	10
2020	12	USERA	5	MOSCARDO	10	2
2020	12	USERA	5	MOSCARDO	11	2
2020	12	USERA	5	MOSCARDO	12	3
2020	12	USERA	5	MOSCARDO	13	3
2020	12	USERA	5	MOSCARDO	14	1
2020	12	USERA	5	MOSCARDO	15	1
2020	12	USERA	5	MOSCARDO	16	1
2020	12	USERA	5	MOSCARDO	17	1
2020	12	USERA	5	MOSCARDO	19	2
2020	12	USERA	5	MOSCARDO	20	1
2020	12	USERA	6	ZOFIO	1	2862
2020	12	USERA	6	ZOFIO	2	731
2020	12	USERA	6	ZOFIO	3	220
2020	12	USERA	6	ZOFIO	4	56
2020	12	USERA	6	ZOFIO	5	28
2020	12	USERA	6	ZOFIO	6	9
2020	12	USERA	6	ZOFIO	7	7
2020	12	USERA	6	ZOFIO	8	4
2020	12	USERA	6	ZOFIO	9	4
2020	12	USERA	6	ZOFIO	10	1
2020	12	USERA	6	ZOFIO	11	5
2020	12	USERA	6	ZOFIO	12	2
2020	12	USERA	6	ZOFIO	15	1
2020	12	USERA	6	ZOFIO	21	1
2020	12	USERA	6	ZOFIO	33	1
2020	12	USERA	7	PRADOLONGO	1	3697
2020	12	USERA	7	PRADOLONGO	2	795
2020	12	USERA	7	PRADOLONGO	3	204
2020	12	USERA	7	PRADOLONGO	4	78
2020	12	USERA	7	PRADOLONGO	5	25
2020	12	USERA	7	PRADOLONGO	6	7
2020	12	USERA	7	PRADOLONGO	7	8
2020	12	USERA	7	PRADOLONGO	8	3
2020	12	USERA	7	PRADOLONGO	9	1
2020	12	USERA	7	PRADOLONGO	10	1
2020	12	USERA	7	PRADOLONGO	11	1
2020	12	USERA	7	PRADOLONGO	12	2
2020	12	USERA	7	PRADOLONGO	13	1
2020	12	USERA	7	PRADOLONGO	15	1
2020	13	PUENTE DE VALLECAS	0		1	283
2020	13	PUENTE DE VALLECAS	0		2	63
2020	13	PUENTE DE VALLECAS	0		3	33
2020	13	PUENTE DE VALLECAS	0		4	24
2020	13	PUENTE DE VALLECAS	0		5	9
2020	13	PUENTE DE VALLECAS	0		6	11
2020	13	PUENTE DE VALLECAS	0		7	5
2020	13	PUENTE DE VALLECAS	0		8	3
2020	13	PUENTE DE VALLECAS	0		9	2
2020	13	PUENTE DE VALLECAS	0		10	1
2020	13	PUENTE DE VALLECAS	0		11	1
2020	13	PUENTE DE VALLECAS	0		12	1
2020	13	PUENTE DE VALLECAS	0		16	1
2020	13	PUENTE DE VALLECAS	0		18	1
2020	13	PUENTE DE VALLECAS	0		19	2
2020	13	PUENTE DE VALLECAS	0		22	1
2020	13	PUENTE DE VALLECAS	0		24	1
2020	13	PUENTE DE VALLECAS	0		25	1
2020	13	PUENTE DE VALLECAS	0		38	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	1	7669
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	2	1937
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	3	537
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	4	201
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	5	98
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	6	53
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	7	33
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	8	19
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	9	7
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	10	9
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	11	6
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	12	3
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	13	5
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	15	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	16	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	18	3
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	19	2
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	21	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	23	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	24	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	26	1
2020	13	PUENTE DE VALLECAS	1	ENTREVIAS	30	1
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	1	8273
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	2	1675
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	3	417
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	4	104
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	5	50
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	6	16
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	7	16
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	8	5
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	9	4
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	10	2
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	11	4
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	12	3
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	13	2
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	14	1
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	16	1
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	20	1
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	23	1
2020	13	PUENTE DE VALLECAS	2	SAN DIEGO	32	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	1	7133
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	2	1796
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	3	533
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	4	207
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	5	132
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	6	101
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	7	58
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	8	46
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	9	25
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	10	32
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	11	27
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	12	19
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	13	9
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	14	11
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	15	10
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	16	5
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	17	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	18	4
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	19	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	20	2
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	21	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	22	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	25	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	27	2
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	28	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	31	3
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	32	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	34	2
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	36	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	37	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	38	3
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	42	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	43	3
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	45	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	46	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	47	2
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	48	2
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	49	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	51	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	56	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	58	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	61	1
2020	13	PUENTE DE VALLECAS	3	PALOMERAS BAJAS	67	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	1	8667
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	2	2636
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	3	824
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	4	276
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	5	102
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	6	73
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	7	39
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	8	26
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	9	23
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	10	21
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	11	13
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	12	14
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	13	7
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	14	4
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	15	3
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	16	2
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	18	5
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	19	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	20	3
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	21	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	23	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	24	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	25	2
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	28	2
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	29	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	32	2
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	40	2
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	42	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	49	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	56	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	73	1
2020	13	PUENTE DE VALLECAS	4	PALOMERAS SURESTE	88	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	1	5765
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	2	1538
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	3	486
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	4	160
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	5	82
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	6	53
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	7	19
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	8	17
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	9	7
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	10	9
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	11	7
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	12	5
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	13	2
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	14	2
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	15	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	16	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	17	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	22	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	25	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	31	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	33	1
2020	13	PUENTE DE VALLECAS	5	PORTAZGO	40	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	1	9367
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	2	2458
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	3	743
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	4	256
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	5	120
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	6	61
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	7	40
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	8	15
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	9	10
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	10	6
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	11	6
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	12	5
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	13	4
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	14	3
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	16	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	20	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	21	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	27	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	37	1
2020	13	PUENTE DE VALLECAS	6	NUMANCIA	45	1
2020	14	MORATALAZ	0		1	137
2020	14	MORATALAZ	0		2	39
2020	14	MORATALAZ	0		3	14
2020	14	MORATALAZ	0		4	13
2020	14	MORATALAZ	0		5	2
2020	14	MORATALAZ	0		6	8
2020	14	MORATALAZ	0		7	4
2020	14	MORATALAZ	0		8	3
2020	14	MORATALAZ	0		10	1
2020	14	MORATALAZ	0		11	1
2020	14	MORATALAZ	0		13	1
2020	14	MORATALAZ	0		16	1
2020	14	MORATALAZ	0		20	1
2020	14	MORATALAZ	0		49	1
2020	14	MORATALAZ	0		62	1
2020	14	MORATALAZ	0		65	1
2020	14	MORATALAZ	1	PAVONES	1	1937
2020	14	MORATALAZ	1	PAVONES	2	631
2020	14	MORATALAZ	1	PAVONES	3	161
2020	14	MORATALAZ	1	PAVONES	4	57
2020	14	MORATALAZ	1	PAVONES	5	19
2020	14	MORATALAZ	1	PAVONES	6	20
2020	14	MORATALAZ	1	PAVONES	7	11
2020	14	MORATALAZ	1	PAVONES	8	10
2020	14	MORATALAZ	1	PAVONES	9	9
2020	14	MORATALAZ	1	PAVONES	10	6
2020	14	MORATALAZ	1	PAVONES	11	2
2020	14	MORATALAZ	1	PAVONES	12	3
2020	14	MORATALAZ	1	PAVONES	13	2
2020	14	MORATALAZ	1	PAVONES	16	1
2020	14	MORATALAZ	1	PAVONES	18	1
2020	14	MORATALAZ	1	PAVONES	19	1
2020	14	MORATALAZ	1	PAVONES	47	1
2020	14	MORATALAZ	1	PAVONES	58	1
2020	14	MORATALAZ	2	HORCAJO	1	618
2020	14	MORATALAZ	2	HORCAJO	2	234
2020	14	MORATALAZ	2	HORCAJO	3	82
2020	14	MORATALAZ	2	HORCAJO	4	39
2020	14	MORATALAZ	2	HORCAJO	5	32
2020	14	MORATALAZ	2	HORCAJO	6	32
2020	14	MORATALAZ	2	HORCAJO	7	11
2020	14	MORATALAZ	2	HORCAJO	8	5
2020	14	MORATALAZ	2	HORCAJO	9	6
2020	14	MORATALAZ	2	HORCAJO	10	6
2020	14	MORATALAZ	2	HORCAJO	11	3
2020	14	MORATALAZ	2	HORCAJO	12	2
2020	14	MORATALAZ	2	HORCAJO	14	3
2020	14	MORATALAZ	2	HORCAJO	15	2
2020	14	MORATALAZ	2	HORCAJO	16	2
2020	14	MORATALAZ	2	HORCAJO	19	1
2020	14	MORATALAZ	2	HORCAJO	20	1
2020	14	MORATALAZ	2	HORCAJO	26	1
2020	14	MORATALAZ	2	HORCAJO	32	1
2020	14	MORATALAZ	2	HORCAJO	37	1
2020	14	MORATALAZ	2	HORCAJO	38	1
2020	14	MORATALAZ	2	HORCAJO	39	1
2020	14	MORATALAZ	2	HORCAJO	45	1
2020	14	MORATALAZ	2	HORCAJO	58	1
2020	14	MORATALAZ	2	HORCAJO	60	1
2020	14	MORATALAZ	3	MARROQUINA	1	6018
2020	14	MORATALAZ	3	MARROQUINA	2	2071
2020	14	MORATALAZ	3	MARROQUINA	3	613
2020	14	MORATALAZ	3	MARROQUINA	4	188
2020	14	MORATALAZ	3	MARROQUINA	5	78
2020	14	MORATALAZ	3	MARROQUINA	6	51
2020	14	MORATALAZ	3	MARROQUINA	7	31
2020	14	MORATALAZ	3	MARROQUINA	8	17
2020	14	MORATALAZ	3	MARROQUINA	9	21
2020	14	MORATALAZ	3	MARROQUINA	10	9
2020	14	MORATALAZ	3	MARROQUINA	11	10
2020	14	MORATALAZ	3	MARROQUINA	12	3
2020	14	MORATALAZ	3	MARROQUINA	13	3
2020	14	MORATALAZ	3	MARROQUINA	14	3
2020	14	MORATALAZ	3	MARROQUINA	17	1
2020	14	MORATALAZ	3	MARROQUINA	18	2
2020	14	MORATALAZ	3	MARROQUINA	20	1
2020	14	MORATALAZ	3	MARROQUINA	26	2
2020	14	MORATALAZ	3	MARROQUINA	27	1
2020	14	MORATALAZ	3	MARROQUINA	29	1
2020	14	MORATALAZ	3	MARROQUINA	39	1
2020	14	MORATALAZ	3	MARROQUINA	40	1
2020	14	MORATALAZ	4	MEDIA LEGUA	1	3988
2020	14	MORATALAZ	4	MEDIA LEGUA	2	1119
2020	14	MORATALAZ	4	MEDIA LEGUA	3	342
2020	14	MORATALAZ	4	MEDIA LEGUA	4	91
2020	14	MORATALAZ	4	MEDIA LEGUA	5	37
2020	14	MORATALAZ	4	MEDIA LEGUA	6	26
2020	14	MORATALAZ	4	MEDIA LEGUA	7	17
2020	14	MORATALAZ	4	MEDIA LEGUA	8	10
2020	14	MORATALAZ	4	MEDIA LEGUA	9	10
2020	14	MORATALAZ	4	MEDIA LEGUA	10	5
2020	14	MORATALAZ	4	MEDIA LEGUA	11	4
2020	14	MORATALAZ	4	MEDIA LEGUA	12	6
2020	14	MORATALAZ	4	MEDIA LEGUA	13	2
2020	14	MORATALAZ	4	MEDIA LEGUA	14	2
2020	14	MORATALAZ	4	MEDIA LEGUA	15	2
2020	14	MORATALAZ	4	MEDIA LEGUA	16	3
2020	14	MORATALAZ	4	MEDIA LEGUA	17	3
2020	14	MORATALAZ	4	MEDIA LEGUA	18	1
2020	14	MORATALAZ	4	MEDIA LEGUA	20	1
2020	14	MORATALAZ	4	MEDIA LEGUA	24	1
2020	14	MORATALAZ	4	MEDIA LEGUA	27	1
2020	14	MORATALAZ	4	MEDIA LEGUA	57	1
2020	14	MORATALAZ	4	MEDIA LEGUA	78	1
2020	14	MORATALAZ	4	MEDIA LEGUA	141	1
2020	14	MORATALAZ	5	FONTARRON	1	3908
2020	14	MORATALAZ	5	FONTARRON	2	982
2020	14	MORATALAZ	5	FONTARRON	3	249
2020	14	MORATALAZ	5	FONTARRON	4	75
2020	14	MORATALAZ	5	FONTARRON	5	18
2020	14	MORATALAZ	5	FONTARRON	6	16
2020	14	MORATALAZ	5	FONTARRON	7	6
2020	14	MORATALAZ	5	FONTARRON	8	5
2020	14	MORATALAZ	5	FONTARRON	9	1
2020	14	MORATALAZ	5	FONTARRON	10	2
2020	14	MORATALAZ	5	FONTARRON	11	3
2020	14	MORATALAZ	5	FONTARRON	12	1
2020	14	MORATALAZ	5	FONTARRON	14	1
2020	14	MORATALAZ	5	FONTARRON	16	1
2020	14	MORATALAZ	5	FONTARRON	25	2
2020	14	MORATALAZ	6	VINATEROS	1	3723
2020	14	MORATALAZ	6	VINATEROS	2	928
2020	14	MORATALAZ	6	VINATEROS	3	250
2020	14	MORATALAZ	6	VINATEROS	4	94
2020	14	MORATALAZ	6	VINATEROS	5	30
2020	14	MORATALAZ	6	VINATEROS	6	15
2020	14	MORATALAZ	6	VINATEROS	7	6
2020	14	MORATALAZ	6	VINATEROS	8	4
2020	14	MORATALAZ	6	VINATEROS	9	3
2020	14	MORATALAZ	6	VINATEROS	11	1
