A�o Emisi�n	Cod Distrito Veh�culo	Distrito Veh�culo	Cod Barrio Veh�culo	Barrio Veh�culo	Numero veh�culos Vivienda	N�mero Viviendas
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	2	785
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	3	192
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	4	53
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	5	38
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	6	16
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	7	9
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	8	8
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	9	6
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	10	3
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	11	5
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	14	2
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	15	2
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	17	1
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	19	1
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	24	1
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	38	2
2020	9	MONCLOA-ARAVACA	1	CASA DE CAMPO	72	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	1	5965
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	2	1489
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	3	453
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	4	183
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	5	91
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	6	50
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	7	47
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	8	30
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	9	16
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	10	10
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	11	6
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	12	6
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	13	6
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	14	6
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	15	5
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	16	5
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	17	4
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	18	2
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	19	2
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	22	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	23	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	25	2
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	26	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	27	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	32	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	37	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	38	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	45	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	48	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	63	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	72	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	112	1
2020	9	MONCLOA-ARAVACA	2	ARGUELLES	209	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	1	3691
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	2	1089
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	3	400
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	4	176
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	5	75
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	6	44
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	7	36
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	8	23
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	9	15
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	10	8
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	11	11
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	12	8
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	13	9
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	14	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	15	3
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	16	2
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	17	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	18	3
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	19	2
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	20	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	21	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	23	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	27	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	28	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	33	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	35	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	36	2
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	52	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	61	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	63	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	249	1
2020	9	MONCLOA-ARAVACA	3	CIUDAD UNIVERSITARIA	390	1
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	1	7492
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	2	1813
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	3	481
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	4	134
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	5	61
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	6	32
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	7	18
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	8	11
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	9	5
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	10	3
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	11	2
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	12	2
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	13	1
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	14	4
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	15	1
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	16	2
2020	9	MONCLOA-ARAVACA	4	VALDEZARZA	25	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	1	1353
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	2	443
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	3	141
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	4	65
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	5	38
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	6	15
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	7	8
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	8	9
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	9	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	10	5
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	11	3
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	12	2
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	14	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	15	2
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	19	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	21	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	30	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	38	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	42	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	85	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	373	1
2020	9	MONCLOA-ARAVACA	5	VALDEMARIN	2971	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	1	899
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	2	306
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	3	103
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	4	43
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	5	18
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	6	15
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	7	7
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	8	4
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	9	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	10	2
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	11	4
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	12	2
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	13	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	14	3
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	15	2
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	16	2
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	17	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	20	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	21	3
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	22	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	23	2
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	24	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	29	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	32	1
2020	9	MONCLOA-ARAVACA	6	EL PLANTIO	58	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	1	6222
2020	9	MONCLOA-ARAVACA	7	ARAVACA	2	2108
2020	9	MONCLOA-ARAVACA	7	ARAVACA	3	672
2020	9	MONCLOA-ARAVACA	7	ARAVACA	4	233
2020	9	MONCLOA-ARAVACA	7	ARAVACA	5	104
2020	9	MONCLOA-ARAVACA	7	ARAVACA	6	46
2020	9	MONCLOA-ARAVACA	7	ARAVACA	7	24
2020	9	MONCLOA-ARAVACA	7	ARAVACA	8	17
2020	9	MONCLOA-ARAVACA	7	ARAVACA	9	15
2020	9	MONCLOA-ARAVACA	7	ARAVACA	10	8
2020	9	MONCLOA-ARAVACA	7	ARAVACA	11	5
2020	9	MONCLOA-ARAVACA	7	ARAVACA	12	7
2020	9	MONCLOA-ARAVACA	7	ARAVACA	13	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	14	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	15	4
2020	9	MONCLOA-ARAVACA	7	ARAVACA	16	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	17	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	18	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	19	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	21	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	22	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	24	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	27	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	29	2
2020	9	MONCLOA-ARAVACA	7	ARAVACA	33	1
2020	9	MONCLOA-ARAVACA	7	ARAVACA	45	1
2020	10	LATINA	0		1	101
2020	10	LATINA	0		2	27
2020	10	LATINA	0		3	6
2020	10	LATINA	0		4	1
2020	10	LATINA	0		5	7
2020	10	LATINA	0		6	2
2020	10	LATINA	0		7	2
2020	10	LATINA	0		8	3
2020	10	LATINA	0		9	2
2020	10	LATINA	0		36	1
2020	10	LATINA	1	LOS CARMENES	1	3656
2020	10	LATINA	1	LOS CARMENES	2	854
2020	10	LATINA	1	LOS CARMENES	3	257
2020	10	LATINA	1	LOS CARMENES	4	91
2020	10	LATINA	1	LOS CARMENES	5	42
2020	10	LATINA	1	LOS CARMENES	6	17
2020	10	LATINA	1	LOS CARMENES	7	13
2020	10	LATINA	1	LOS CARMENES	8	11
2020	10	LATINA	1	LOS CARMENES	9	5
2020	10	LATINA	1	LOS CARMENES	10	4
2020	10	LATINA	1	LOS CARMENES	11	1
2020	10	LATINA	1	LOS CARMENES	12	1
2020	10	LATINA	1	LOS CARMENES	13	2
2020	10	LATINA	1	LOS CARMENES	14	2
2020	10	LATINA	1	LOS CARMENES	15	2
2020	10	LATINA	1	LOS CARMENES	16	1
2020	10	LATINA	1	LOS CARMENES	18	4
2020	10	LATINA	1	LOS CARMENES	19	2
2020	10	LATINA	1	LOS CARMENES	25	1
2020	10	LATINA	1	LOS CARMENES	26	1
2020	10	LATINA	1	LOS CARMENES	41	1
2020	10	LATINA	1	LOS CARMENES	88	1
2020	10	LATINA	2	PUERTA DEL ANGEL	1	9334
2020	10	LATINA	2	PUERTA DEL ANGEL	2	2002
2020	10	LATINA	2	PUERTA DEL ANGEL	3	474
2020	10	LATINA	2	PUERTA DEL ANGEL	4	143
2020	10	LATINA	2	PUERTA DEL ANGEL	5	57
2020	10	LATINA	2	PUERTA DEL ANGEL	6	26
2020	10	LATINA	2	PUERTA DEL ANGEL	7	26
2020	10	LATINA	2	PUERTA DEL ANGEL	8	11
2020	10	LATINA	2	PUERTA DEL ANGEL	9	8
2020	10	LATINA	2	PUERTA DEL ANGEL	10	4
2020	10	LATINA	2	PUERTA DEL ANGEL	11	5
2020	10	LATINA	2	PUERTA DEL ANGEL	13	3
2020	10	LATINA	2	PUERTA DEL ANGEL	14	1
2020	10	LATINA	2	PUERTA DEL ANGEL	16	1
2020	10	LATINA	2	PUERTA DEL ANGEL	17	1
2020	10	LATINA	2	PUERTA DEL ANGEL	18	1
2020	10	LATINA	2	PUERTA DEL ANGEL	20	1
2020	10	LATINA	2	PUERTA DEL ANGEL	22	3
2020	10	LATINA	2	PUERTA DEL ANGEL	25	1
2020	10	LATINA	3	LUCERO	1	7564
2020	10	LATINA	3	LUCERO	2	1947
2020	10	LATINA	3	LUCERO	3	552
2020	10	LATINA	3	LUCERO	4	162
2020	10	LATINA	3	LUCERO	5	72
2020	10	LATINA	3	LUCERO	6	42
2020	10	LATINA	3	LUCERO	7	22
2020	10	LATINA	3	LUCERO	8	13
2020	10	LATINA	3	LUCERO	9	11
2020	10	LATINA	3	LUCERO	10	7
2020	10	LATINA	3	LUCERO	11	8
2020	10	LATINA	3	LUCERO	12	5
2020	10	LATINA	3	LUCERO	13	6
2020	10	LATINA	3	LUCERO	14	3
2020	10	LATINA	3	LUCERO	15	3
2020	10	LATINA	3	LUCERO	16	2
2020	10	LATINA	3	LUCERO	17	2
2020	10	LATINA	3	LUCERO	20	2
2020	10	LATINA	3	LUCERO	21	1
2020	10	LATINA	3	LUCERO	23	1
2020	10	LATINA	3	LUCERO	25	1
2020	10	LATINA	3	LUCERO	30	1
2020	10	LATINA	3	LUCERO	32	1
2020	10	LATINA	3	LUCERO	38	1
2020	10	LATINA	4	ALUCHE	1	14600
2020	10	LATINA	4	ALUCHE	2	4040
2020	10	LATINA	4	ALUCHE	3	1115
2020	10	LATINA	4	ALUCHE	4	347
2020	10	LATINA	4	ALUCHE	5	144
2020	10	LATINA	4	ALUCHE	6	68
2020	10	LATINA	4	ALUCHE	7	60
2020	10	LATINA	4	ALUCHE	8	37
2020	10	LATINA	4	ALUCHE	9	26
2020	10	LATINA	4	ALUCHE	10	21
2020	10	LATINA	4	ALUCHE	11	10
2020	10	LATINA	4	ALUCHE	12	11
2020	10	LATINA	4	ALUCHE	13	9
2020	10	LATINA	4	ALUCHE	14	1
2020	10	LATINA	4	ALUCHE	16	1
2020	10	LATINA	4	ALUCHE	17	3
2020	10	LATINA	4	ALUCHE	19	4
2020	10	LATINA	4	ALUCHE	20	2
2020	10	LATINA	4	ALUCHE	22	1
2020	10	LATINA	4	ALUCHE	25	1
2020	10	LATINA	4	ALUCHE	28	1
2020	10	LATINA	4	ALUCHE	31	1
2020	10	LATINA	4	ALUCHE	36	1
2020	10	LATINA	4	ALUCHE	72	1
2020	10	LATINA	4	ALUCHE	74	1
2020	10	LATINA	5	CAMPAMENTO	1	4066
2020	10	LATINA	5	CAMPAMENTO	2	1120
2020	10	LATINA	5	CAMPAMENTO	3	349
2020	10	LATINA	5	CAMPAMENTO	4	107
2020	10	LATINA	5	CAMPAMENTO	5	53
2020	10	LATINA	5	CAMPAMENTO	6	20
2020	10	LATINA	5	CAMPAMENTO	7	10
2020	10	LATINA	5	CAMPAMENTO	8	4
2020	10	LATINA	5	CAMPAMENTO	9	3
2020	10	LATINA	5	CAMPAMENTO	10	1
2020	10	LATINA	5	CAMPAMENTO	11	3
2020	10	LATINA	5	CAMPAMENTO	17	1
2020	10	LATINA	5	CAMPAMENTO	34	1
2020	10	LATINA	6	CUATRO VIENTOS	1	861
2020	10	LATINA	6	CUATRO VIENTOS	2	219
2020	10	LATINA	6	CUATRO VIENTOS	3	54
2020	10	LATINA	6	CUATRO VIENTOS	4	27
2020	10	LATINA	6	CUATRO VIENTOS	5	14
2020	10	LATINA	6	CUATRO VIENTOS	6	10
2020	10	LATINA	6	CUATRO VIENTOS	7	6
2020	10	LATINA	6	CUATRO VIENTOS	8	9
2020	10	LATINA	6	CUATRO VIENTOS	9	2
2020	10	LATINA	6	CUATRO VIENTOS	10	2
2020	10	LATINA	6	CUATRO VIENTOS	11	3
2020	10	LATINA	6	CUATRO VIENTOS	12	6
2020	10	LATINA	6	CUATRO VIENTOS	13	4
2020	10	LATINA	6	CUATRO VIENTOS	14	2
2020	10	LATINA	6	CUATRO VIENTOS	15	1
2020	10	LATINA	6	CUATRO VIENTOS	16	5
2020	10	LATINA	6	CUATRO VIENTOS	17	2
2020	10	LATINA	6	CUATRO VIENTOS	18	2
2020	10	LATINA	6	CUATRO VIENTOS	19	1
2020	10	LATINA	6	CUATRO VIENTOS	21	2
2020	10	LATINA	6	CUATRO VIENTOS	22	1
2020	10	LATINA	6	CUATRO VIENTOS	24	1
2020	10	LATINA	6	CUATRO VIENTOS	33	1
2020	10	LATINA	6	CUATRO VIENTOS	71	1
2020	10	LATINA	7	LAS AGUILAS	1	11231
2020	10	LATINA	7	LAS AGUILAS	2	3125
2020	10	LATINA	7	LAS AGUILAS	3	845
2020	10	LATINA	7	LAS AGUILAS	4	283
2020	10	LATINA	7	LAS AGUILAS	5	133
2020	10	LATINA	7	LAS AGUILAS	6	71
2020	10	LATINA	7	LAS AGUILAS	7	43
2020	10	LATINA	7	LAS AGUILAS	8	27
2020	10	LATINA	7	LAS AGUILAS	9	10
2020	10	LATINA	7	LAS AGUILAS	10	14
2020	10	LATINA	7	LAS AGUILAS	11	8
2020	10	LATINA	7	LAS AGUILAS	12	5
2020	10	LATINA	7	LAS AGUILAS	13	6
2020	10	LATINA	7	LAS AGUILAS	15	4
2020	10	LATINA	7	LAS AGUILAS	16	2
2020	10	LATINA	7	LAS AGUILAS	17	2
2020	10	LATINA	7	LAS AGUILAS	18	1
2020	10	LATINA	7	LAS AGUILAS	19	2
2020	10	LATINA	7	LAS AGUILAS	20	4
2020	10	LATINA	7	LAS AGUILAS	21	3
2020	10	LATINA	7	LAS AGUILAS	22	1
2020	10	LATINA	7	LAS AGUILAS	28	1
2020	10	LATINA	7	LAS AGUILAS	30	1
2020	10	LATINA	7	LAS AGUILAS	35	1
2020	10	LATINA	7	LAS AGUILAS	42	1
2020	10	LATINA	7	LAS AGUILAS	44	1
2020	10	LATINA	7	LAS AGUILAS	48	1
2020	11	CARABANCHEL	0		1	189
2020	11	CARABANCHEL	0		2	43
2020	11	CARABANCHEL	0		3	21
2020	11	CARABANCHEL	0		4	4
2020	11	CARABANCHEL	0		5	7
2020	11	CARABANCHEL	0		6	10
2020	11	CARABANCHEL	0		7	2
2020	11	CARABANCHEL	0		8	2
2020	11	CARABANCHEL	0		9	4
2020	11	CARABANCHEL	0		10	3
2020	11	CARABANCHEL	0		14	1
2020	11	CARABANCHEL	0		16	1
2020	11	CARABANCHEL	0		39	1
2020	11	CARABANCHEL	0		83	1
2020	11	CARABANCHEL	1	COMILLAS	1	4740
2020	11	CARABANCHEL	1	COMILLAS	2	1182
2020	11	CARABANCHEL	1	COMILLAS	3	342
2020	11	CARABANCHEL	1	COMILLAS	4	111
2020	11	CARABANCHEL	1	COMILLAS	5	60
2020	11	CARABANCHEL	1	COMILLAS	6	33
2020	11	CARABANCHEL	1	COMILLAS	7	14
2020	11	CARABANCHEL	1	COMILLAS	8	13
2020	11	CARABANCHEL	1	COMILLAS	9	4
2020	11	CARABANCHEL	1	COMILLAS	10	6
2020	11	CARABANCHEL	1	COMILLAS	11	5
2020	11	CARABANCHEL	1	COMILLAS	12	7
2020	11	CARABANCHEL	1	COMILLAS	13	9
2020	11	CARABANCHEL	1	COMILLAS	14	2
2020	11	CARABANCHEL	1	COMILLAS	16	2
2020	11	CARABANCHEL	1	COMILLAS	17	1
2020	11	CARABANCHEL	1	COMILLAS	18	1
2020	11	CARABANCHEL	1	COMILLAS	37	1
2020	11	CARABANCHEL	1	COMILLAS	83	1
2020	11	CARABANCHEL	2	OPA�EL	1	6834
2020	11	CARABANCHEL	2	OPA�EL	2	1637
2020	11	CARABANCHEL	2	OPA�EL	3	434
2020	11	CARABANCHEL	2	OPA�EL	4	164
2020	11	CARABANCHEL	2	OPA�EL	5	69
2020	11	CARABANCHEL	2	OPA�EL	6	36
2020	11	CARABANCHEL	2	OPA�EL	7	17
2020	11	CARABANCHEL	2	OPA�EL	8	14
2020	11	CARABANCHEL	2	OPA�EL	9	7
2020	11	CARABANCHEL	2	OPA�EL	10	12
2020	11	CARABANCHEL	2	OPA�EL	11	6
2020	11	CARABANCHEL	2	OPA�EL	12	2
2020	11	CARABANCHEL	2	OPA�EL	13	5
2020	11	CARABANCHEL	2	OPA�EL	14	4
2020	11	CARABANCHEL	2	OPA�EL	15	2
2020	11	CARABANCHEL	2	OPA�EL	16	1
2020	11	CARABANCHEL	2	OPA�EL	17	1
2020	11	CARABANCHEL	2	OPA�EL	18	1
2020	11	CARABANCHEL	2	OPA�EL	23	1
2020	11	CARABANCHEL	2	OPA�EL	24	1
2020	11	CARABANCHEL	2	OPA�EL	25	1
2020	11	CARABANCHEL	3	SAN ISIDRO	1	8283
2020	11	CARABANCHEL	3	SAN ISIDRO	2	1974
2020	11	CARABANCHEL	3	SAN ISIDRO	3	568
2020	11	CARABANCHEL	3	SAN ISIDRO	4	217
2020	11	CARABANCHEL	3	SAN ISIDRO	5	100
2020	11	CARABANCHEL	3	SAN ISIDRO	6	53
2020	11	CARABANCHEL	3	SAN ISIDRO	7	39
2020	11	CARABANCHEL	3	SAN ISIDRO	8	13
2020	11	CARABANCHEL	3	SAN ISIDRO	9	11
2020	11	CARABANCHEL	3	SAN ISIDRO	10	2
2020	11	CARABANCHEL	3	SAN ISIDRO	11	7
2020	11	CARABANCHEL	3	SAN ISIDRO	12	4
2020	11	CARABANCHEL	3	SAN ISIDRO	13	4
2020	11	CARABANCHEL	3	SAN ISIDRO	14	3
2020	11	CARABANCHEL	3	SAN ISIDRO	15	1
2020	11	CARABANCHEL	3	SAN ISIDRO	16	3
2020	11	CARABANCHEL	3	SAN ISIDRO	17	2
2020	11	CARABANCHEL	3	SAN ISIDRO	19	1
2020	11	CARABANCHEL	3	SAN ISIDRO	20	4
2020	11	CARABANCHEL	3	SAN ISIDRO	21	2
2020	11	CARABANCHEL	3	SAN ISIDRO	23	2
2020	11	CARABANCHEL	3	SAN ISIDRO	34	1
2020	11	CARABANCHEL	4	VISTA ALEGRE	1	8986
2020	11	CARABANCHEL	4	VISTA ALEGRE	2	2299
2020	11	CARABANCHEL	4	VISTA ALEGRE	3	657
2020	11	CARABANCHEL	4	VISTA ALEGRE	4	206
2020	11	CARABANCHEL	4	VISTA ALEGRE	5	85
2020	11	CARABANCHEL	4	VISTA ALEGRE	6	47
2020	11	CARABANCHEL	4	VISTA ALEGRE	7	17
2020	11	CARABANCHEL	4	VISTA ALEGRE	8	18
2020	11	CARABANCHEL	4	VISTA ALEGRE	9	10
2020	11	CARABANCHEL	4	VISTA ALEGRE	10	6
2020	11	CARABANCHEL	4	VISTA ALEGRE	11	7
2020	11	CARABANCHEL	4	VISTA ALEGRE	12	3
2020	11	CARABANCHEL	4	VISTA ALEGRE	13	3
2020	11	CARABANCHEL	4	VISTA ALEGRE	15	2
2020	11	CARABANCHEL	4	VISTA ALEGRE	16	3
2020	11	CARABANCHEL	4	VISTA ALEGRE	18	1
2020	11	CARABANCHEL	4	VISTA ALEGRE	20	2
2020	11	CARABANCHEL	4	VISTA ALEGRE	22	3
2020	11	CARABANCHEL	4	VISTA ALEGRE	41	1
2020	11	CARABANCHEL	5	PUERTA BONITA	1	6818
2020	11	CARABANCHEL	5	PUERTA BONITA	2	1714
2020	11	CARABANCHEL	5	PUERTA BONITA	3	492
2020	11	CARABANCHEL	5	PUERTA BONITA	4	166
2020	11	CARABANCHEL	5	PUERTA BONITA	5	74
2020	11	CARABANCHEL	5	PUERTA BONITA	6	39
2020	11	CARABANCHEL	5	PUERTA BONITA	7	22
2020	11	CARABANCHEL	5	PUERTA BONITA	8	14
2020	11	CARABANCHEL	5	PUERTA BONITA	9	9
2020	11	CARABANCHEL	5	PUERTA BONITA	10	6
2020	11	CARABANCHEL	5	PUERTA BONITA	11	4
2020	11	CARABANCHEL	5	PUERTA BONITA	12	8
2020	11	CARABANCHEL	5	PUERTA BONITA	14	2
2020	11	CARABANCHEL	5	PUERTA BONITA	16	2
2020	11	CARABANCHEL	5	PUERTA BONITA	18	1
2020	11	CARABANCHEL	5	PUERTA BONITA	20	1
2020	11	CARABANCHEL	5	PUERTA BONITA	21	1
2020	11	CARABANCHEL	5	PUERTA BONITA	23	1
2020	11	CARABANCHEL	5	PUERTA BONITA	24	1
2020	11	CARABANCHEL	5	PUERTA BONITA	32	2
2020	11	CARABANCHEL	5	PUERTA BONITA	44	1
2020	11	CARABANCHEL	5	PUERTA BONITA	59	1
2020	11	CARABANCHEL	6	BUENAVISTA	1	9238
2020	11	CARABANCHEL	6	BUENAVISTA	2	2867
2020	11	CARABANCHEL	6	BUENAVISTA	3	750
2020	11	CARABANCHEL	6	BUENAVISTA	4	290
2020	11	CARABANCHEL	6	BUENAVISTA	5	139
2020	11	CARABANCHEL	6	BUENAVISTA	6	73
2020	11	CARABANCHEL	6	BUENAVISTA	7	35
2020	11	CARABANCHEL	6	BUENAVISTA	8	20
2020	11	CARABANCHEL	6	BUENAVISTA	9	20
2020	11	CARABANCHEL	6	BUENAVISTA	10	12
2020	11	CARABANCHEL	6	BUENAVISTA	11	8
2020	11	CARABANCHEL	6	BUENAVISTA	12	3
2020	11	CARABANCHEL	6	BUENAVISTA	13	6
2020	11	CARABANCHEL	6	BUENAVISTA	14	9
2020	11	CARABANCHEL	6	BUENAVISTA	15	5
2020	11	CARABANCHEL	6	BUENAVISTA	16	2
